0.000000	3299
0.400000	3299
0.800000	3299
1.200000	3299
1.600000	3299
2.000000	3299
2.400000	3299
2.800000	3299
3.200000	3299
3.600000	3299
4.000000	3299
4.400000	3299
4.800000	3299
5.200000	3299
5.600000	3299
6.000000	3299
6.400000	3299
6.800000	3299
7.200000	3299
7.600000	3299
8.000000	3299
8.400000	3299
8.800000	3299
9.200000	3299
9.600000	3299
10.000000	3299
10.400000	3299
10.800000	3299
11.200000	3299
11.600000	3299
12.000000	3299
12.400000	3299
12.800000	3299
13.200000	3299
13.600000	3299
14.000000	3299
14.400000	3299
14.800000	3299
15.200000	3299
15.600000	3299
16.000000	3299
16.400000	3299
16.800000	3299
17.200000	3299
17.600000	3299
18.000000	3299
18.400000	3299
18.800000	3299
19.200000	3299
19.600000	3299
20.000000	3299
20.400000	3299
20.800000	3299
21.200000	3299
21.600000	3299
22.000000	3299
22.400000	3299
22.800000	3299
23.200000	3299
23.600000	3299
24.000000	3299
24.400000	3299
24.800000	3299
25.200000	3299
25.600000	3299
26.000000	3299
26.400000	3299
26.800000	3299
27.200000	3299
27.600000	3299
28.000000	3299
28.400000	3299
28.800000	3299
29.200000	3299
29.600000	3299
30.000000	3299
30.400000	3299
30.800000	3299
31.200000	3299
31.600000	3299
32.000000	3299
32.400000	3299
32.800000	3299
33.200000	3299
33.600000	3299
34.000000	3299
34.400000	3299
34.800000	3299
35.200000	3299
35.600000	3299
36.000000	3299
36.400000	3299
36.800000	3299
37.200000	3299
37.600000	3299
38.000000	3299
38.400000	3299
38.800000	3299
39.200000	3299
39.600000	3299
40.000000	3299
40.400000	3299
40.800000	3299
41.200000	3299
41.600000	3299
42.000000	3299
42.400000	3299
42.800000	3299
43.200000	3299
43.600000	3299
44.000000	3299
44.400000	3299
44.800000	3299
45.200000	3299
45.600000	3299
46.000000	3299
46.400000	3299
46.800000	3299
47.200000	3299
47.600000	3299
48.000000	3299
48.400000	3299
48.800000	3299
49.200000	3299
49.600000	3299
50.000000	3299
50.400000	3299
50.800000	3299
51.200000	3299
51.600000	3299
52.000000	3299
52.400000	3299
52.800000	3299
53.200000	3299
53.600000	3299
54.000000	3299
54.400000	3299
54.800000	3299
55.200000	3299
55.600000	3299
56.000000	3299
56.400000	3299
56.800000	3299
57.200000	3299
57.600000	3299
58.000000	3299
58.400000	3299
58.800000	3299
59.200000	3299
59.600000	3299
60.000000	3299
60.400000	3299
60.800000	3299
61.200000	3299
61.600000	3299
62.000000	3299
62.400000	3299
62.800000	3299
63.200000	3299
63.600000	3299
64.000000	3299
64.400000	3299
64.800000	3299
65.200000	3299
65.600000	3299
66.000000	3299
66.400000	3299
66.800000	3299
67.200000	3299
67.600000	3299
68.000000	3299
68.400000	3299
68.800000	3299
69.200000	3299
69.600000	3299
70.000000	3299
70.400000	3299
70.800000	3299
71.200000	3299
71.600000	3299
72.000000	3299
72.400000	3299
72.800000	3299
73.200000	3299
73.600000	3299
74.000000	3299
74.400000	3299
74.800000	3299
75.200000	3299
75.600000	3299
76.000000	3299
76.400000	3299
76.800000	3299
77.200000	3299
77.600000	3299
78.000000	3299
78.400000	3299
78.800000	3299
79.200000	3299
79.600000	3299
80.000000	3299
80.400000	3299
80.800000	3299
81.200000	3299
81.600000	3299
82.000000	3299
82.400000	3299
82.800000	3299
83.200000	3299
83.600000	3299
84.000000	3299
84.400000	3299
84.800000	3299
85.200000	3299
85.600000	3299
86.000000	3299
86.400000	3299
86.800000	3299
87.200000	3299
87.600000	3299
88.000000	3299
88.400000	3299
88.800000	3299
89.200000	3299
89.600000	3299
90.000000	3299
90.400000	3299
90.800000	3299
91.200000	3299
91.600000	3299
92.000000	3299
92.400000	3299
92.800000	3299
93.200000	3299
93.600000	3299
94.000000	3299
94.400000	3299
94.800000	3299
95.200000	3299
95.600000	3299
96.000000	3299
96.400000	3299
96.800000	3299
97.200000	3299
97.600000	3299
98.000000	3299
98.400000	3299
98.800000	3299
99.200000	3299
99.600000	3299
100.000000	3299
100.400000	3299
100.800000	3299
101.200000	3299
101.600000	3299
102.000000	3299
102.400000	3299
102.800000	3299
103.200000	3299
103.600000	3299
104.000000	3299
104.400000	3299
104.800000	3299
105.200000	3299
105.600000	3299
106.000000	3299
106.400000	3299
106.800000	3299
107.200000	3299
107.600000	3299
108.000000	3299
108.400000	3299
108.800000	3299
109.200000	3299
109.600000	3299
110.000000	3299
110.400000	3299
110.800000	3299
111.200000	3299
111.600000	3299
112.000000	3299
112.400000	3299
112.800000	3299
113.200000	3299
113.600000	3299
114.000000	3299
114.400000	3299
114.800000	3299
115.200000	3299
115.600000	3299
116.000000	3299
116.400000	3299
116.800000	3299
117.200000	3299
117.600000	3299
118.000000	3299
118.400000	3299
118.800000	3299
119.200000	3299
119.600000	3299
